description,title,price,category,image
AV-172,Рассекатель с ручкой для огня AT-172 (144шт),140,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/11/rassekatel-s-ruchkoj-dlya-ognya.jpg
77.5608,Резак  KITCHEN THING металлический кулинарный для теста,126.89,Кондитерские аксессуары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b0d0ba-kitchen-thing-d0bcd0b5d182d0b0d0bbd0bbd0b8d187d0b5d181d0bad0b8d0b9-d0bad183d0bbd0b8d0bdd0b0d180d0bdd18bd0b9-d0b4d0bb.jpg
DH53-132,Резак ВОЛНА для овощей и фруктов - DH53-132,84.890000000000001,"Кухонные принадлежности, Кухонные принадлежности > Терки и овощерезки",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b0d0ba-d0b2d0bed0bbd0bdd0b0-d0b4d0bbd18f-d0bed0b2d0bed189d0b5d0b9-d0b8-d184d180d183d0bad182d0bed0b2-dh53-132.jpg
A7-37,Резак для теста,78.549999999999997,Кондитерские аксессуары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b0d0ba-d0b4d0bbd18f-d182d0b5d181d182d0b0.jpg
AH-2642,Резак для тесто TAI YING BH-1624 (144шт),185,"Кухонные принадлежности, Кухонные принадлежности > Приборы для резки продуктов",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b0d0ba-d0b4d0bbd18f-d182d0b5d181d182d0be-shengua-ah-264272d188d182.jpg
A7-36,"Резак для тесты, двойная, зеленная ручка",107.25,Кондитерские аксессуары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b0d0ba-d0b4d0bbd18f-d182d0b5d181d182d18b-d0b4d0b2d0bed0b9d0bdd0b0d18f-d0b7d0b5d0bbd0b5d0bdd0bdd0b0d18f-d180d183d187d0ba.jpg
К70,Доска разделочная деревянная круглая с ручкой 70см. - К 70,330.75,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0b4d0b5d180d0b5d0b2d18fd0bdd0bdd0b0d18f-d0bad180d183d0b3d0bbd0b0-4.jpg
AH-364,чайная ложка круглая №2 AH-364 (100шт),162.75,"Кухонные принадлежности, Кухонные принадлежности > Столовые приборы",https://hoz-mos.ru/wp-content/uploads/2024/08/d0bbd0bed0b6d0bad0b0-d0bad180d183d0b3d0bbd0b0d18f-e284964-ah-362-100d188d182-2.jpg
DR-1,Доска разделочная из бука без ручки 16см см. маленькая,220,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0b8d0b7-d0b1d183d0bad0b0-d0b1d0b5d0b7-d180d183d187d0bad0b8-16d181d0bc.jpg
DR-2,Доска разделочная из бука без ручки 18 см. средняя,242,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0b8d0b7-d0b1d183d0bad0b0-d0b1d0b5d0b7-d180d183d187d0bad0b8-18-d181.jpg
DR-3,Доска разделочная из бука без ручки 26 см. большая,264,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0b8d0b7-d0b1d183d0bad0b0-d0b1d0b5d0b7-d180d183d187d0bad0b8-26-d181.jpg
НДММП-4,Доска разделочная из бука с ручкой 27х19 см. маленькая,220,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0b8d0b7-d0b1d183d0bad0b0-d181-d180d183d187d0bad0bed0b9-27d18519-d181.jpg
НДМЗ-3,Доска разделочная из бука с ручкой 33х20 см. средняя,242,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0b8d0b7-d0b1d183d0bad0b0-d181-d180d183d187d0bad0bed0b9-33d18520-d181.jpg
НДМКП-4,Доска разделочная из бука с ручкой 37х23 см. большая,253,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0b8d0b7-d0b1d183d0bad0b0-d181-d180d183d187d0bad0bed0b9-37d18523-d181.jpg
108.19014,Доска разделочная из твердых пород 24=34,217.50999999999999,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0b8d0b7-d182d0b2d0b5d180d0b4d18bd185-d0bfd0bed180d0bed0b4-2434.jpg
108.19015,Доска разделочная из твердых пород дерева 20=30см.,193.34,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0b8d0b7-d182d0b2d0b5d180d0b4d18bd185-d0bfd0bed180d0bed0b4-d0b4d0b5.jpg
AH30*40,"Доска разделочная пластиковая, прямоугольная BH-469 40*30*1,8см (10шт)",860,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0bfd0bbd0b0d181d182d0b8d0bad0bed0b2d0b0d18f-d0bfd180d18fd0bcd0be.jpg
AH-60*40*1.8cm,"Доска разделочная пластиковая, прямоугольная BH-470 60*40*1,8см (8шт)",1623.3,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/doska-razdelochnaya-plastikovaya-pryamo-2.jpg
AH70*50,"Доска разделочная пластиковая, прямоугольная 70*50*1,8см. BH-41022 (6шт)",2300,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0bfd0bbd0b0d181d182d0b8d0bad0bed0b2d0b0d18f-d0bfd180d18fd0bcd0be-3.jpg
RE-231,Доска разделочная пластмассовая с лотком - RE-231,165,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d0bfd0bbd0b0d181d182d0bcd0b0d181d181d0bed0b2d0b0d18f-d181-d0bbd0be.jpg
SH-653-248,Резак ЕРМАК для металлопластиковых труб PC-201 42мм. - SH-653-248,326.06,"Электротовары и ремонт > Инструменты, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b0d0ba-d0b5d180d0bcd0b0d0ba-d0b4d0bbd18f-d0bcd0b5d182d0b0d0bbd0bbd0bed0bfd0bbd0b0d181d182d0b8d0bad0bed0b2d18bd185-d182.jpg
1236/6,Доска разделочная фанера 43х23 см.,76.129999999999995,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-d184d0b0d0bdd0b5d180d0b0-43d18523-d181d0bc.jpg
AV-210,Резак кулинарный кондитерский двойной для теста - AV-210,88.819999999999993,Кондитерские аксессуары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b0d0ba-d0bad183d0bbd0b8d0bdd0b0d180d0bdd18bd0b9-d0bad0bed0bdd0b4d0b8d182d0b5d180d181d0bad0b8d0b9-d0b4d0b2d0bed0b9d0bd.jpg
A7-41,Резак кулинарный с зеленой ручкой для теста - A7-41,132.91999999999999,Кондитерские аксессуары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b0d0ba-d0bad183d0bbd0b8d0bdd0b0d180d0bdd18bd0b9-d181-d0b7d0b5d0bbd0b5d0bdd0bed0b9-d180d183d187d0bad0bed0b9-d0b4d0bbd18f.jpg
AH-1.0M,"Резинка багажная  25мм х1,мм. (плоский)",38.07,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b8d0bdd0bad0b0-d0b1d0b0d0b3d0b0d0b6d0bdd0b0d18f-25d0bcd0bc-d1851d0bcd0bc-d0bfd0bbd0bed181d0bad0b8d0b9.jpg
AH-2M,"Резинка багажная  25мм., 2мм. (плоский)",50.770000000000003,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b8d0bdd0bad0b0-d0b1d0b0d0b3d0b0d0b6d0bdd0b0d18f-25d0bcd0bc-2d0bcd0bc-d0bfd0bbd0bed181d0bad0b8d0b9.jpg
PP623-2,СКОТЧ ДВУХСТРОННАЯ ЖЕЛТАЯ 5М PP623-2 (72ШТ),163.80000000000001,"Хозяйственные товары > Клей и клейкие ленты, Хозяйственные товары",https://hoz-mos.ru/wp-content/uploads/2024/11/d181d0bad0bed182d187-d0b4d0b2d183d185d181d182d180d0bed0bdd0bdd0b0d18f-d0b6d0b5d0bbd182d0b0d18f-5d0bc-pp623-2-72d188d182.png
852-083,"Доска разделочная, 20x30x1,2см, полипропилен, 4 дизайна",107.09999999999999,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d0bed181d0bad0b0-d180d0b0d0b7d0b4d0b5d0bbd0bed187d0bdd0b0d18f-20x30x12d181d0bc-d0bfd0bed0bbd0b8d0bfd180d0bed0bfd0b8d0bbd0b5d0bd-4.jpg
AH-1.5M,"Резинка багажная 25мм*1,5мм. (плоский)",44.43,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b8d0bdd0bad0b0-d0b1d0b0d0b3d0b0d0b6d0bdd0b0d18f-25d0bcd0bc15d0bcd0bc-d0bfd0bbd0bed181d0bad0b8d0b9.jpg
UV-1086,Доска чинар с ручками  30х20см,266,"Кухонные принадлежности > Доски разделочные, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d0bad0b0-d187d0b8d0bdd0b0d180-d181-d180d183d187d0bad0b0d0bcd0b8-30d18520d181d0bc.jpg
G-A2-16,"Резинка багажная с крючком 1,1м. (200шт)",33.600000000000001,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b8d0bdd0bad0b0-d0b1d0b0d0b3d0b0d0b6d0bdd0b0d18f-d181-d0bad180d18ed187d0bad0bed0bc-11d0bc-200d188d182.jpg
A2-17,"Резинка багажная с крючком 1,3м (200шт)",38.079999999999998,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b8d0bdd0bad0b0-d0b1d0b0d0b3d0b0d0b6d0bdd0b0d18f-d181-d0bad180d18ed187d0bad0bed0bc-13d0bc-200d188d182.jpg
108.138694,Доставка в пункт выдачи СДЭК,1500,Услуги Хоз-Планета,https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d182d0b0d0b2d0bad0b0-d0b2-d0bfd183d0bdd0bad182-d0b2d18bd0b4d0b0d187d0b8-d181d0b4d18dd0ba.jpg
A2-18,"Резинка багажная с крючком 1,6м (200шт)",45.340000000000003,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d0b7d0b8d0bdd0bad0b0-d0b1d0b0d0b3d0b0d0b6d0bdd0b0d18f-d181-d0bad180d18ed187d0bad0bed0bc-16d0bc-200d188d182.jpg
108.1386942,Доставка до терминала ТК,500,Услуги Хоз-Планета,https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d182d0b0d0b2d0bad0b0-d0b4d0be-d182d0b5d180d0bcd0b8d0bdd0b0d0bbd0b0-d182d0ba.jpg
108.1386941,Доставка по Москве,1000,Услуги Хоз-Планета,https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d0bed181d182d0b0d0b2d0bad0b0-d0bfd0be-d0bcd0bed181d0bad0b2d0b5.jpg
108.14903959999999,Резиновый молоток для отбивания мяса,75,,https://hoz-mos.ru/wp-content/uploads/2023/10/d180d0b5d0b7d0b8d0bdd0bed0b2d18bd0b9-d0bcd0bed0bbd0bed182d0bed0ba-d0b4d0bbd18f-d0bed182d0b1d0b8d0b2d0b0d0bdd0b8d18f-d0bcd18fd181d0b0.jpg
108.16206,Дрель-шуруповерт OASIS электрическая -    DS55,2537.6100000000001,"Электротовары и ремонт > Электроинстументы, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2023/10/d0b4d180d0b5d0bbd18c-d188d183d180d183d0bfd0bed0b2d0b5d180d182-oasis-d18dd0bbd0b5d0bad182d180d0b8d187d0b5d181d0bad0b0d18f-ds55.jpg
108.44862000000001,Решетка GRAND PIKNIK  для барбекю  (маленькая) 330*320мм,1297.8,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-grand-piknik-d0b4d0bbd18f-d0b1d0b0d180d0b1d0b5d0bad18e-d0bcd0b0d0bbd0b5d0bdd18cd0bad0b0d18f-330320d0bcd0bc.jpg
LV-10,Дуршлаг,422,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",
AH-40,Дуршлаг из нержавеющей стали с ручками  40см.  - AH-40 (48шт),504.74000000000001,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182d0b0d0bbd0b8-d181-d180d183d187d0bad0b0d0bc-2.jpg
108.1433206,Решётка вентиляционная круглый,75,,https://hoz-mos.ru/wp-content/uploads/2023/10/d180d0b5d188d191d182d0bad0b0-d0b2d0b5d0bdd182d0b8d0bbd18fd186d0b8d0bed0bdd0bdd0b0d18f-d0bad180d183d0b3d0bbd18bd0b9.jpg
AH-22,Дуршлаг из нержавеющей стали с ручками 22см. - AH-22 (120шт),211.37,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182d0b0d0bbd0b8-d181-d180d183d187d0bad0b0d0bc-3.jpg
Y-011,Решетка для барбекю из нержавеющей стали размер 300х235мм арт Y-011 (10шт),1433.3599999999999,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0b1d0b0d180d0b1d0b5d0bad18e-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182.jpg
AH-24,Дуршлаг из нержавеющей стали с ручками 24см. - AH-24 (100шт),242.55000000000001,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182d0b0d0bbd0b8-d181-d180d183d187d0bad0b0d0bc-4.jpg
Y-016,Решетка для барбекю из нержавеющей стали размер 360х320мм арт Y-016 (10шт),1677.0599999999999,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0b1d0b0d180d0b1d0b5d0bad18e-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182-2.jpg
AH-26,Набор сито с ручкой  12.14.16см AH-26-D30 (144шт),165.90000000000001,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/nabor-sito-s-ruchkoj-8-10-12sm-ah-d30-144sht.jpg
Y-012,Решетка для барбекю из нержавеющей стали размер 410X370мм арт:Y-012 (10шт),1732.5,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0b1d0b0d180d0b1d0b5d0bad18e-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182-3.jpg
AH-28,Дуршлаг из нержавеющей стали с ручками 28см. - AH-28 (100шт),308.38999999999999,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182d0b0d0bbd0b8-d181-d180d183d187d0bad0b0d0bc-6.jpg
AH-32,Дуршлаг из нержавеющей стали с ручками 32см. -  AH-32 (60шт),371.91000000000003,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182d0b0d0bbd0b8-d181-d180d183d187d0bad0b0d0bc-7.jpg
R-RR,Решетка для барбекю круглая NICEBBQ 30см,287.60000000000002,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0b1d0b0d180d0b1d0b5d0bad18e-d0bad180d183d0b3d0bbd0b0d18f-nicebbq-30d181d0bc.jpg
AH-34,Дуршлаг из нержавеющей стали с ручками 34см. - AH-34 (240шт),411.18000000000001,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182d0b0d0bbd0b8-d181-d180d183d187d0bad0b0d0bc-8.jpg
R-R,Решетка для барбекю рыбная NICEBBQ 15х40см,251.78999999999999,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0b1d0b0d180d0b1d0b5d0bad18e-d180d18bd0b1d0bdd0b0d18f-nicebbq-15d18540d181d0bc.jpg
AH-36,Дуршлаг из нержавеющей стали с ручками 36см.  - AH-36 (48шт),434.27999999999997,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182d0b0d0bbd0b8-d181-d180d183d187d0bad0b0d0bc-9.jpg
R-007,Решетка для барбекю рыбная RoseNpik R-007 (24шт),272.57999999999998,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0b1d0b0d180d0b1d0b5d0bad18e-d180d18bd0b1d0bdd0b0d18f-rosenpik-r-007-24d188d182.jpg
AH-38,Дуршлаг из нержавеющей стали с ручками 38см. - AH-38 (48шт),452.75999999999999,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d0b8d0b7-d0bdd0b5d180d0b6d0b0d0b2d0b5d18ed189d0b5d0b9-d181d182d0b0d0bbd0b8-d181-d180d183d187d0bad0b0d0bc-10.jpg
LV-67,Дуршлаг с двумя ручкой 40 см  LV-67 (30шт),578.65999999999997,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d181-d0b4d0b2d183d0bcd18f-d180d183d187d0bad0bed0b9-40-d181d0bc-lv-67-30d188d182.jpg
108.17614,Решетка для мойки силикон круглый,50.770000000000003,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0bcd0bed0b9d0bad0b8-d181d0b8d0bbd0b8d0bad0bed0bd-d0bad180d183d0b3d0bbd18bd0b9.jpg
108.1432332,Дуршлаг с ручкой 24см.,111,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",
AHT-3DR,Решетка для мясорубка 3 дырки AHT-3DR(500шт),70.459999999999994,"Товары для дома и дачи > Все для пикника, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0bcd18fd181d0bed180d183d0b1d0bad0b0-3-d0b4d18bd180d0bad0b8-aht-3dr500d188d182.jpg
AH-dsm,Дуршлаг силиконовый круглый складной 20*9см- BH-D6 (144шт),85.049999999999997,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/durshlag-silikonovyj-kruglyj-skladno.jpg
A3-24,Решетка для мясорубки  мелкий- A3-24 (600шт),41.350000000000001,"Кухонные принадлежности, Кухонные принадлежности > Мясорубки и принадлежности к ним",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0bcd18fd181d0bed180d183d0b1d0bad0b8-d0bcd0b5d0bbd0bad0b8d0b9-a3-24-600d188d182.jpg
AH-dsc,Дуршлаг складной квадратный с ручкой  - AH-dsc,406.00999999999999,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d181d0bad0bbd0b0d0b4d0bdd0bed0b9-d0bad0b2d0b0d0b4d180d0b0d182d0bdd18bd0b9-d181-d180d183d187d0bad0bed0b9.jpg
AH-dskm,Дуршлаг складной силиконовый квадратный BH-D3 18*8см (144шт),82.950000000000003,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/durshlag-silikonovaya-sklanaya-bh-d2-120sht.jpg
AHT-13DR,Решетка для мясорубки (5 отверстия) AHT-13DR (500шт),57.090000000000003,"Кухонные принадлежности, Кухонные принадлежности > Мясорубки и принадлежности к ним",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0bcd18fd181d0bed180d183d0b1d0bad0b8-5-d0bed182d0b2d0b5d180d181d182d0b8d18f-aht-13dr-500d188.jpg
AH-5-5,Дуршлаг-сито с раздвижными ручками   - AH-5-5,804.77999999999997,"Кухонные принадлежности > Дуршлаги и сито, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b4d183d180d188d0bbd0b0d0b3-d181d0b8d182d0be-d181-d180d0b0d0b7d0b4d0b2d0b8d0b6d0bdd18bd0bcd0b8-d180d183d187d0bad0b0d0bcd0b8-ah-5-5.jpg
AH-B-SP,Евро-вилка КТ -  AH-B-SP (480шт),42.289999999999999,"Электротовары и ремонт > Удлинители и сетевые переноски, Электротовары и ремонт",https://hoz-mos.ru/wp-content/uploads/2024/11/evro-vilka-kt-ah-b-sp.jpg
AHT-5DR,Решетка для мясорубки - AHT-5DR (500шт),50.770000000000003,"Кухонные принадлежности, Кухонные принадлежности > Мясорубки и принадлежности к ним",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0bcd18fd181d0bed180d183d0b1d0bad0b8-aht-5dr-500d188d182.jpg
AH-48,Евро-сито для раковины AH-48 (300шт),90.670000000000002,Хозяйственные товары,https://hoz-mos.ru/wp-content/uploads/2024/11/d0b5d0b2d180d0be-d181d0b8d182d0be-d0b4d0bbd18f-d180d0b0d0bad0bed0b2d0b8d0bdd18b-ah-48-300d188d182.jpg
AHT-4DR,Решетка для мясорубки 4 дырка AHT-4DR(500шт),56.600000000000001,"Кухонные принадлежности, Кухонные принадлежности > Мясорубки и принадлежности к ним",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0bcd18fd181d0bed180d183d0b1d0bad0b8-4-d0b4d18bd180d0bad0b0-aht-4dr500d188d182.jpg
 AH-774-5,Щипцы кухонные  овальные силиконовые средняя - AH-774-5 (144шт),119.7,"Кухонные принадлежности > Кисточки\, лопатки и щипцы, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2024/08/d189d0b8d0bfd186d18b-d0bad183d185d0bed0bdd0bdd18bd0b5-d0bcd0b0d0bbd0b5d0bdd18cd0bad0b8d0b5-d0bed0b2d0b0d0bbd18cd0bdd18bd0b5-d181d0b8.jpg
KRM,Еврокрючок-ролик  для штор (маленький),63.439999999999998,"Товары для дома и дачи > Крючки и вешалки, Товары для дома и дачи",https://hoz-mos.ru/wp-content/uploads/2024/11/d0b5d0b2d180d0bed0bad180d18ed187d0bed0ba-d180d0bed0bbd0b8d0ba-d0b4d0bbd18f-d188d182d0bed180-d0bcd0b0d0bbd0b5d0bdd18cd0bad0b8d0b9.jpg
A3-25,Решетка для мясорубки крупных - A3-25,41.350000000000001,"Кухонные принадлежности, Кухонные принадлежности > Мясорубки и принадлежности к ним",https://hoz-mos.ru/wp-content/uploads/2024/11/d180d0b5d188d0b5d182d0bad0b0-d0b4d0bbd18f-d0bcd18fd181d0bed180d183d0b1d0bad0b8-d0bad180d183d0bfd0bdd18bd185-a3-25.jpg
MR20008-04CS,Ёмкости MAESTRO FLORA для специй  (5 предметов) - MR20008-04CS,761.28999999999996,"Кухонные принадлежности > Емкости для специй и продуктов, Кухонные принадлежности",https://hoz-mos.ru/wp-content/uploads/2023/10/d191d0bcd0bad0bed181d182d0b8-maestro-flora-d0b4d0bbd18f-d181d0bfd0b5d186d0b8d0b9-5-d0bfd180d0b5d0b4d0bcd0b5d182d0bed0b2-mr20008-04cs.jpg
